carname,price,milage,hubraum,fuel_type,transmission,num_seats,num_doors,emission_class,car_type,num_owners,Model,power_ps,age
Mercedes-Benz GLA 200 Automatik LED Comand PDC SHZ,36990.0,13000.0,1.991,Benzin,Automatik,5,4/5,Euro6d,kombi,2,GLA,258.0,2.7466666666665938
Mercedes-Benz E 200 T EURO 6d-TEMP 9G AHK,44200.0,13500.0,1.991,Benzin,Automatik,4,2/3,Euro6d,cabrio,1,E-Klasse,184.0,2.4133333333332607
Mercedes-Benz B 220 d Progressive Night LED Kamera SHZ MBUX,44890.0,62180.0,1.95,Diesel,Automatik,5,4/5,Euro6d,limousine,2,B-Klasse,194.0,2.9133333333332607
Mercedes-Benz GLC 43 AMG Cp. 4M 360° Burmester Distr. COMAND,27000.0,45000.0,1.95,Diesel,Automatik,5,4/5,Euro6,limousine,2,GLC,150.0,4.246666666666594
Mercedes-Benz GLE 63s AMG COUPE 4-matic**NP ca. 172 Tsd**,22999.0,173000.0,2.143,Hybrid,Automatik,5,4/5,Euro6,limousine,3,GLE,204.0,3.9133333333332607
Mercedes-Benz C 43 AMG T 4M Perf-Abg Pano Distr 360° HUD,27288.0,25148.0,1.332,Benzin,Automatik,5,4/5,Euro6d,limousine,2,C-Klasse,136.0,2.3299999999999272
Mercedes-Benz A 250 e Lim./MBUX High-End/Ambiente/Kamera,27288.0,25148.0,1.332,Benzin,Automatik,5,4/5,Euro6d,limousine,2,A-Klasse,136.0,2.3299999999999272
Mercedes-Benz E 400 d 4M AMG WideScreen Stdhzg Burmester LED,27999.0,84300.0,2.143,Diesel,Automatik,5,4/5,Euro6,limousine,1,E-Klasse,170.0,4.16333333333326
Mercedes-Benz A 180 Progressive Park-Assist Navi MBUX Sitzhzg.,32999.0,13000.0,1.497,Benzin,Automatik,5,4/5,Euro6d,kombi,1,A-Klasse,184.0,2.4966666666665938
Mercedes-Benz A200/7G-DCT/Navi/Parktronic,32999.0,13000.0,1.497,Benzin,Automatik,5,4/5,Euro6d,kombi,1,A-Klasse,184.0,2.4966666666665938
Mercedes-Benz C 300 de T AMG NIGHT*Kamera*AHK*MULTIBEAM*COMAND,69990.0,89654.0,3.982,Benzin,Automatik,5,4/5,Euro6,limousine,3,C-Klasse,612.0,4.579999999999927
Mercedes-Benz E 200 d Navi Parktronik Motor NEU mit Garantie,5899.0,406900.0,1.461,Diesel,Schaltgetriebe,2,4/5,Euro6,van,2,E-Klasse,75.0,2.4966666666665938
Mercedes-Benz GLC -Klasse GLC 350 d 4Matic,28900.0,391000.0,2.143,Diesel,Automatik,5,4/5,Euro6,sport,1,GLC,204.0,4.41333333333326
Mercedes-Benz Mercedes E Klasse Diesel Avantgarde,19900.0,375322.0,2.987,Diesel,Automatik,5,4/5,Euro6,suv,1,E-Klasse,258.0,3.4966666666665938
Mercedes-Benz E 200 d Automatik PDC Navi originalfarbe,12800.0,367000.0,1.95,Diesel,Automatik,5,4/5,Euro6c,kombi,1,E-Klasse,150.0,3.3299999999999272
Mercedes-Benz E 200 E 200 d T Autom.,11750.0,364000.0,2.143,Diesel,Schaltgetriebe,5,4/5,Euro6,kombi,2,E-Klasse,170.0,3.9133333333332607
Mercedes-Benz Sprinter 316 CDi Kühlwagen Navi Kamera Euro 6,13700.0,355000.0,1.95,Diesel,Automatik,5,4/5,Euro6,limousine,1,Sprinter,139.0,3.8299999999999272
Mercedes-Benz Citan Kasten 111 CDI extralang,12999.0,352000.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,1,Vaneo,150.0,4.16333333333326
Mercedes-Benz E -Klasse T-Modell E 220 d 4Matic*TAXI*MULTIBEAM,13990.0,350000.0,2.143,Diesel,Schaltgetriebe,3,4/5,Euro6,van,1,E-Klasse,163.0,4.079999999999927
Mercedes-Benz E 200 d W213 Lim. Avantgarde LED Navi,11800.0,339000.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,1,E-Klasse,150.0,3.9966666666665938
Mercedes-Benz Mercedes w213 e200,16950.0,330000.0,2.987,Diesel,Schaltgetriebe,5,4/5,Euro6,andere,1,E-Klasse,190.0,3.9133333333332607
Mercedes-Benz Mercedes Benz E270 CDI .Tauschen mgl,14500.0,325412.0,2.143,Diesel,Automatik,5,4/5,Euro6,andere,1,E-Klasse,143.0,4.579999999999927
Mercedes-Benz E 200 d T Autom.,20990.0,317411.0,1.95,Diesel,Automatik,5,4/5,Euro6,limousine,2,E-Klasse,150.0,4.746666666666594
Mercedes-Benz Sprinter 316 CDI Maxi Navi Kamera,26900.0,298000.0,2.987,Diesel,Automatik,5,4/5,Euro6,limousine,2,Sprinter,258.0,3.8299999999999272
Mercedes-Benz Mercedes Sprinter 316cdi Hoch Lang,17600.0,290000.0,1.95,Diesel,Automatik,5,4/5,Euro6,limousine,1,Sprinter,150.0,3.3299999999999272
Mercedes-Benz Sprinter II Kasten 316 CDI Automatik Klima/RFK,16900.0,282000.0,1.95,Diesel,Automatik,5,4/5,Euro6d,kombi,1,Sprinter,194.0,3.5799999999999272
Mercedes-Benz GLE -Klasse GLE 250 d 4Matic *1. Hand/Navi*,16900.0,278700.0,2.143,Diesel,Automatik,3,4/5,Euro6,van,1,GLE,163.0,3.8299999999999272
Mercedes-Benz E 350 d T 9G-TRONIC 1Hd MULTIBEAM Kamera,16785.0,277000.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,E-Klasse,204.0,4.079999999999927
Mercedes-Benz Mercedes-Benz E 200 d Automatik*Navi*PDC*Kamera*,25900.0,273000.0,2.143,Diesel,Automatik,5,4/5,Euro6,suv,1,E-Klasse,204.0,4.579999999999927
Mercedes-Benz Sprinter II Kasten/313/CDI//MAXI,14200.0,270000.0,1.95,Diesel,Automatik,5,4/5,Euro6,limousine,2,Sprinter,150.0,4.66333333333326
Mercedes-Benz Sprinter III Koffer 316 CDI RWD L3 7 G-tronic,13500.0,266000.0,1.95,Diesel,Automatik,5,4/5,Euro6,limousine,2,Sprinter,150.0,4.079999999999927
Mercedes-Benz S 560 4Mat DISTR+ HUD NACHT LED BURM 360° PARKAS,18250.0,262000.0,1.95,Diesel,Automatik,5,4/5,Euro6c,limousine,1,S-Klasse,150.0,3.6633333333332607
Mercedes-Benz C 220d T Bluetec Navi Xenon Klimaautomatik Einpa,24990.0,255000.0,2.143,Diesel,Automatik,8,4/5,Euro6,van,1,C-Klasse,190.0,3.6633333333332607
Mercedes-Benz E 200 9G AVANTGARDE RÜCKFAHRKAMERA+LED,17900.0,250000.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,1,E-Klasse,150.0,2.3299999999999272
Mercedes-Benz Comand. Avantgarde LED Licht - Distro Plus,13990.0,249459.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,OTHER,170.0,3.5799999999999272
Mercedes-Benz Gle 350 D 9G-TRONIC 4 Matic,18900.0,249000.0,1.95,Diesel,Automatik,5,4/5,Euro6c,limousine,2,GLE,150.0,3.3299999999999272
Mercedes-Benz Mercedes C220 Avantgarde Comand T-Modell ...,29850.0,244578.0,2.987,Diesel,Automatik,5,4/5,Euro6,suv,2,C-Klasse,258.0,4.16333333333326
Mercedes-Benz Sprinter 319 CDI hoch & lang/Klima/Navi/AHK/EUR6,17900.0,242000.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,2,Sprinter,194.0,3.9133333333332607
"Mercedes-Benz Comand,Avantgarde, LED, Distronic Plus",29950.0,240000.0,2.143,Diesel,Automatik,6,4/5,Euro6,van,1,OTHER,190.0,3.8299999999999272
Mercedes-Benz Mercedes E-Klasse,34900.0,235000.0,2.143,Diesel,Automatik,7,4/5,Euro6,van,1,E-Klasse,190.0,3.1633333333332607
Mercedes-Benz E -Klasse T-Modell E 200 d Das Taxi PDC SHZ,10990.0,233214.0,1.461,Diesel,Schaltgetriebe,5,4/5,Euro6,andere,2,E-Klasse,110.0,3.7466666666665938
Mercedes-Benz E -Klasse Lim. E 350 d Avantgarde Voll,12990.0,232582.0,2.143,Diesel,Automatik,5,4/5,Euro6,limousine,1,E-Klasse,136.0,3.8299999999999272
Mercedes-Benz V 250 d SCORE 4M lang*LED*KAM*STHZ*NAVI*BURM*7SI,17500.0,232000.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,2,V-Klasse,150.0,4.579999999999927
Mercedes-Benz B -Klasse B 160 CDI / d,25900.0,228000.0,2.143,Diesel,Automatik,7,4/5,Euro6,van,1,B-Klasse,163.0,4.579999999999927
Mercedes-Benz E-klasse 220d amg line,17699.0,224000.0,1.597,Diesel,Schaltgetriebe,5,4/5,Euro6d,kombi,1,E-Klasse,160.0,2.9966666666665938
Mercedes-Benz S -Klasse Lim. S 400 d 4Matic L VOLL,21950.0,223450.0,2.143,Diesel,Schaltgetriebe,2,2/3,Euro6,andere,1,S-Klasse,163.0,2.7466666666665938
Mercedes-Benz V 250 d AVANTG./EDIT/AMG/4MATIC/DISTR/LED/BRABUS,16750.0,223000.0,1.95,Diesel,Automatik,5,4/5,Euro6,limousine,1,V-Klasse,150.0,3.9133333333332607
Mercedes-Benz Sprinter 316 CDI Lang *Klima*PDC*AHK*2xSchiebetü,10750.0,221711.0,1.461,Diesel,Schaltgetriebe,5,4/5,Euro6,kombi,1,Sprinter,109.0,4.496666666666594
"Mercedes-Benz V -Klasse V 200/220 CDI/d, 250 CDI/BT/d extralan",28500.0,221000.0,2.143,Diesel,Automatik,8,4/5,Euro6,van,1,V-Klasse,190.0,4.246666666666594
Mercedes-Benz C 250 CGI T 9GT 2XAVANTGARDE COMAND ILS PANO HUD,14600.0,215000.0,2.143,Diesel,Automatik,5,4/5,Euro6c,kombi,1,C-Klasse,170.0,3.5799999999999272
Mercedes-Benz Sprinter 316 CDI L2H2*StHz*Tempomat*Klima*Navi*,16990.0,212345.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,Sprinter,136.0,4.746666666666594
Mercedes-Benz E 400 T d AMG-Line Widescreen COMAND Burmester,17990.0,210000.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,2,E-Klasse,194.0,4.579999999999927
Mercedes-Benz C 180 BlueTEC/d Business Navi PDC Start/Stop 1Hd,29990.0,208261.0,2.143,Diesel,Automatik,9,4/5,Euro6,kombi,1,C-Klasse,163.0,2.9133333333332607
Mercedes-Benz E350T 4M AMG Line HeadUp Widescr Distr+Multibeam,20800.0,207000.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,2,E-Klasse,204.0,3.8299999999999272
Mercedes-Benz GLC 250 d 4Matic 9G-TRONIC,44999.0,206500.0,2.143,Diesel,Automatik,5,4/5,Euro6,van,1,GLC,190.0,4.41333333333326
Mercedes-Benz GLC 250 d 4Matic/EXCLUSIVE/NAVI/SERVICE/TOP,29750.0,204500.0,2.143,Diesel,Automatik,7,4/5,Euro6,van,3,CL,190.0,4.66333333333326
Mercedes-Benz GLE 350 d 4M AMG LINE NIGHTPAKET/HUD/ACC/LUFT/AH,23790.0,201236.0,2.143,Diesel,Automatik,5,4/5,Euro6,limousine,1,GLE,204.0,3.7466666666665938
Mercedes-Benz B -Klasse B 200 CDI / d 4Matic-Leder-Navi-Xenon,27900.0,200000.0,2.143,Diesel,Automatik,5,4/5,Euro6,suv,2,B-Klasse,204.0,4.329999999999927
Mercedes-Benz Sprinter 316 CDI L2H2*Klima*Kamera*Navi*7GTronic,16000.0,200000.0,2.143,Diesel,Schaltgetriebe,5,4/5,Euro6,kombi,1,GT,170.0,3.7466666666665938
Mercedes-Benz Mercedes S-Kasse S500 sehr gepflegt,28900.0,199000.0,2.143,Diesel,Automatik,8,4/5,Euro6,van,1,OTHER,163.0,2.9133333333332607
Mercedes-Benz C 220 d 4Matic T 9G-TRONIC,34800.0,198987.0,2.987,Diesel,Automatik,5,4/5,Euro6,suv,1,C-Klasse,258.0,4.746666666666594
Mercedes-Benz GLC 350 d Coupe 4Matic *AMG*HEAD-UP*COM*BURM*360,16800.0,196000.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,2,GLC,194.0,3.9966666666665938
"Mercedes-Benz GLC 220d 4M 9G AMG PANO/COM/KAM/BURM/19""/AMBIENT",26900.0,196000.0,2.987,Diesel,Automatik,5,4/5,Euro6,suv,2,GLC,258.0,3.9966666666665938
Mercedes-Benz Sprinter II Kasten 316 CDI H3L2*Klima*Navi_Sitzh,21980.0,195000.0,2.143,Diesel,Automatik,5,4/5,Euro5,kombi,2,Sprinter,170.0,4.329999999999927
"Mercedes-Benz Top Zustand,Service,Alle Assistenten,Langstrecke",20600.0,195000.0,1.95,Diesel,Automatik,5,4/5,Euro6d,kombi,1,OTHER,194.0,3.0799999999999272
Mercedes-Benz C 63 AMG EDITION1 PERFORMANCE AGA DESIGNO BURMES,19480.0,195000.0,2.143,Diesel,Automatik,5,4/5,Euro6,suv,1,C-Klasse,177.0,4.746666666666594
Mercedes-Benz GLC 220 d 4MATIC,22900.0,194200.0,2.143,Diesel,Automatik,5,4/5,Euro6,limousine,2,GLC,170.0,3.9966666666665938
Mercedes-Benz EQS 450+ AMG Line Hyperscreen HeadUp Burmester,19900.0,194000.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,1,OTHER,194.0,3.9133333333332607
Mercedes-Benz GLA 200 AMG Line MBUX-HighEnd Panorama AHK LED,26500.0,194000.0,2.987,Diesel,Automatik,5,4/5,Euro6,kombi,2,GLA,258.0,3.9966666666665938
Mercedes-Benz GLC 220 d 4Matic AMG-LINE ILS*Standheiz.*1.Hand,23900.0,193300.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,2,GLC,136.0,3.5799999999999272
Mercedes-Benz GLE 450 4M Panorama Airmatic Burmester Standhzg.,21400.0,192950.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,1,GLE,194.0,4.41333333333326
Mercedes-Benz C 180 Avantgarde Navi AHK LED Rückfahrkamera,18399.0,192000.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,1,C-Klasse,194.0,4.329999999999927
Mercedes-Benz MERCEDES 63 AMG (S)GLE 585 PS BJ 2017 EURO 6,23800.0,191000.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,2,GLE,194.0,4.16333333333326
Mercedes-Benz B 200 d Progressive Navi-Premium LED Totwinkel,15599.0,190600.0,1.598,Diesel,Schaltgetriebe,5,4/5,Euro6,kombi,2,B-Klasse,136.0,3.9133333333332607
Mercedes-Benz GLE 350 d 4M Coupe Comand P-GSD Distronic Leder,69900.0,58900.0,3.982,Benzin,Automatik,4,2/3,Euro6,cabrio,2,GLE,510.0,4.246666666666594
Mercedes-Benz Mercedes Benz C63 AMG W205 Night&Drivers P...,28990.0,19987.0,1.595,Benzin,Schaltgetriebe,2,2/3,Euro6,cabrio,2,OTHER,156.0,3.9133333333332607
Mercedes-Benz E 220 d T Avantgarde LED Park-Spur-Spgl-Pkt Navi,24500.0,30935.0,1.595,Benzin,Automatik,5,4/5,Euro6,limousine,1,E-Klasse,156.0,4.16333333333326
Mercedes-Benz CLA 250e SB/AMG/LEDER/NIGHT-PAKET/AHK/LED/KAMERA,40500.0,88246.0,1.991,Benzin,Automatik,5,4/5,Euro6d,suv,2,CLA,211.0,2.9966666666665938
"Mercedes-Benz C43 AMG Facelift, absolut voll, Performanc...",45850.0,76250.0,2.143,Diesel,Automatik,6,4/5,Euro6,van,2,OTHER,190.0,4.246666666666594
Mercedes-Benz C 180 T Avantgarde|LED|PDC Kamera|SHZ|EUR6d-Temp,27700.0,43000.0,1.991,Benzin,Automatik,5,4/5,Euro6,limousine,1,C-Klasse,184.0,2.9966666666665938
Mercedes-Benz C 300 T e Avantgarde|Distronic|Comand|EUR6d-Temp,29999.0,12900.0,1.595,Benzin,Automatik,5,4/5,Euro6,suv,2,C-Klasse,156.0,2.2466666666665938
Mercedes-Benz AMG GLS 63 4Matic AMG Speedshift 7G-TRONIC,21000.0,28200.0,1.6,Benzin,Automatik,5,4/5,Euro6,kombi,2,GLS,122.0,2.8299999999999272
Mercedes-Benz C 220 d T-Modell,43900.0,40200.0,2.143,Diesel,Automatik,5,4/5,Euro6,sport,2,C-Klasse,204.0,4.079999999999927
Mercedes-Benz Mercedes GLA 180 Automatik,47990.0,41751.0,1.95,Diesel,Automatik,4,2/3,Euro6d,sport,1,GLA,194.0,2.7466666666665938
Mercedes-Benz A 45 S 4MATIC+ / AMG Aerodynamik-Paket,47990.0,41751.0,1.95,Diesel,Automatik,4,2/3,Euro6d,sport,1,A-Klasse,194.0,2.7466666666665938
Mercedes-Benz GLE 350 d 4M AMG*Pano*AHK*Distr*360°Kam*Multibea,42888.0,71000.0,1.991,Benzin,Automatik,5,4/5,Euro6,sport,2,GLE,211.0,4.16333333333326
Mercedes-Benz E 43 AMG 4M Pano HUD 360° DTR Wide Amb 20´´ Keyl,41990.0,94500.0,2.996,Benzin,Automatik,5,4/5,Euro6,limousine,3,E-Klasse,367.0,4.579999999999927
Mercedes-Benz Mercedes AMG C 43 Cabrio,39700.0,22500.0,1.95,Diesel,Automatik,5,4/5,Euro6d,kombi,1,C-Klasse,163.0,1.9133333333332607
Mercedes-Benz E 200 d T EXCLUSIVE Distron*Kamera*AHK*Standheiz,24998.0,82000.0,1.595,Benzin,Schaltgetriebe,5,4/5,Euro6,sport,2,E-Klasse,122.0,4.41333333333326
Mercedes-Benz GLC 43 AMG 4M *Comand*Standheizung*Burmester*360,36880.0,58203.0,1.991,Benzin,Automatik,5,4/5,Euro6,suv,2,GLC,211.0,3.5799999999999272
Mercedes-Benz A 250 e AMG+Night+LED+Kamera+8G,23999.0,39318.0,1.595,Benzin,Automatik,5,4/5,Euro6,sport,1,A-Klasse,122.0,3.7466666666665938
Mercedes-Benz E 220 d T Avantgarde COMAND*Kamera*LED*Spur-Pak.,37850.0,38000.0,1.991,Hybrid,Automatik,5,4/5,Euro6,limousine,1,E-Klasse,211.0,3.4966666666665938
Mercedes-Benz Citan Kasten 111 CDI lang 110PS AHK PDC Sitzheiz,45900.0,54500.0,3.982,Benzin,Automatik,5,4/5,Euro6,kombi,2,Vaneo,476.0,4.579999999999927
Mercedes-Benz GLE 580 4M AMG WideScreen 360° Stdhzg Pano HUD,28850.0,31500.0,1.95,Diesel,Automatik,5,4/5,Euro6d,limousine,2,GLE,150.0,2.9966666666665938
Mercedes-Benz GLE 63 AMG 4M BURMESTER 3D DRIVERS-P. MULTIBEAM,53999.0,74500.0,2.143,Diesel,Automatik,7,4/5,Euro6,van,2,GLE,190.0,3.9966666666665938
Mercedes-Benz GLE 63 S 4M Coupe,53999.0,74500.0,2.143,Diesel,Automatik,7,4/5,Euro6,van,2,S-Klasse,190.0,3.9966666666665938
Mercedes-Benz GLE 350 d Cp Orange Edition AMG Pano Sound Memor,54500.0,44518.0,2.925,Diesel,Automatik,5,4/5,Euro6,limousine,1,GLE,286.0,2.9966666666665938
Mercedes-Benz GLE 350d 4M Coupe AMG Pano AHK,39440.0,33975.0,1.95,Diesel,Automatik,5,4/5,Euro6d,kombi,3,GLE,194.0,2.2466666666665938
Mercedes-Benz S 560 4MATIC Limousine lang AMG Sitzklima,36000.0,96500.0,2.987,Diesel,Automatik,5,4/5,Euro6,kombi,2,S-Klasse,258.0,3.9133333333332607
